Age,Items Purchased,Total Spent,Discount (%),Satisfaction Score,Warranty Extension,Gender,Region,Product Category,Payment Method,Revenue,Store Rating,Loyalty Score,Membership Status,Preferred Visit Time
38,1,33.14279122,46.68572088,1.352498669,0,Male,West,Mobile,Cash,210.4410926,3.712828057,12.41265221,0,Afternoon
26,9,157.9630123,34.20369877,1.983107433,1,Other,North,Accessories,Credit Card,325.4885166,4.470480867,7.537172141,0,Afternoon
56,14,517.1481232,5,5,0,Male,North,Accessories,UPI,2593.131497,4.381741558,30.16780666,0,Morning
35,5,119.3098087,38.06901913,1,0,Female,East,Tablet,Debit Card,182.4797899,4.046809908,8.215758528,0,Morning
21,11,474.421979,5,4.67509131,0,Female,East,Accessories,Credit Card,2337.389583,3.88383116,32.75633481,0,Afternoon
42,2,87.24754515,41.27524549,2.683910652,0,Female,East,Accessories,Credit Card,167.4921695,3.930026536,14.26127688,0,Evening
31,8,394.1052596,10.58947404,5,1,Male,South,Tablet,Debit Card,1880.537919,3.796930681,29.25105987,0,Evening
67,11,358.2197694,14.17802306,1,1,Male,West,Mobile,Debit Card,541.979497,3.679812431,13.47305118,0,Evening
26,13,402.0053803,9.799461972,3.812428834,1,Female,East,Laptop,Cash,1330.098123,4.170624106,18.57128968,0,Evening
43,2,82.74329238,41.72567076,1,0,Male,South,Laptop,Cash,76.70268886,4.05186704,2.80825288,0,Morning
19,3,58.90941892,44.10905811,3.773143986,1,Female,South,Tablet,Debit Card,231.7086095,4.141814992,15.78065077,0,Morning
37,14,477.9886018,5,3.604410079,1,Female,West,Television,UPI,1600.852874,3.831262997,19.54767839,0,Afternoon
45,10,341.18666,15.881334,1,0,Female,West,Tablet,Cash,246.9303924,4.175453534,5.638620103,0,Afternoon
64,1,18.1315593,48.18684407,1.457689591,0,Male,East,Tablet,UPI,266.6913022,4.287781958,11.16812876,0,Evening
24,11,325.9238729,17.40761271,5,0,Female,South,Tablet,Debit Card,1314.737098,3.673581325,32.81991582,0,Afternoon
61,2,89.7299359,41.02700641,2.224495096,0,Female,West,Tablet,Credit Card,131.0699087,3.699243034,13.16143538,0,Morning
25,14,629.5152748,5,5,1,Female,West,Accessories,Debit Card,3061.789585,4.117319238,34.23646417,0,Evening
64,7,129.3132279,37.06867721,2.111414125,0,,West,Accessories,Debit Card,264.6943968,3.790296558,14.30263827,1,Evening
52,10,181.752309,31.8247691,4.647204415,0,Male,West,Mobile,Net Banking,571.3119412,3.753218052,25.0588405,0,Evening
31,2,48.38868339,45.16113166,1,0,Male,South,Tablet,Debit Card,55.74539542,3.963270546,8.264041908,0,Afternoon
34,6,273.7008731,22.62991269,2.513314523,0,,North,Laptop,,482.0440135,3.922816263,17.57524685,0,Evening
53,3,58.53477143,44.14652286,1,0,Female,West,Television,Credit Card,27.31848504,3.810835432,7.524578312,0,Morning
67,4,160.7995524,33.92004476,1,0,Male,South,Accessories,UPI,225.7897631,3.427190627,6.876330297,0,Evening
57,11,203.9487636,29.60512364,1.382737117,1,Female,West,Laptop,Net Banking,339.1641221,,9.51526782,0,Afternoon
21,13,478.5277235,5,5,1,Female,South,Accessories,Cash,2424.823229,,29.27654931,0,Afternoon
19,8,219.6988438,28.03011562,3.330192734,1,Female,East,Mobile,Credit Card,576.0747199,,13.56841483,0,Evening
23,14,596.5678419,5,5,1,Male,North,Television,,2864.025065,4.11398283,30.77387009,0,Evening
59,3,69.53749713,43.04625029,1,0,Female,South,Accessories,Credit Card,-41.1709447,3.389142685,5.856992106,1,Afternoon
21,10,373.7206403,12.62793597,4.783853968,0,Female,South,Television,Cash,1576.470386,3.598685855,24.97418065,1,Morning
46,6,139.4933323,36.05066677,1,0,Male,South,Television,Credit Card,156.5485237,4.068973124,4.957126045,0,Morning
35,1,39.97810991,46.00218901,1,1,Male,West,Laptop,Debit Card,180.3976036,3.959635701,7.502718488,1,Evening
43,7,319.0511185,18.09488815,3.574519659,0,Female,East,Accessories,Credit Card,790.7736704,3.897527088,23.69323836,1,Evening
61,8,155.5045038,34.44954962,2.110076755,0,Male,West,Television,Debit Card,231.4045922,3.768924586,7.124220356,0,Evening
51,11,498.6393401,5,5,0,Male,East,Tablet,Cash,2191.95457,4.153041704,27.89852232,0,Afternoon
27,14,500.8518747,5,4.731848183,0,Male,North,Television,,2141.086196,4.217175905,31.05630855,1,Afternoon
53,8,155.5909374,34.44090626,1,0,Male,West,Television,Debit Card,283.7503646,3.675582581,2.761325284,1,Evening
31,3,89.89189481,41.01081052,5,0,Female,South,Accessories,Credit Card,184.958959,3.69328646,25.50771905,0,Afternoon
48,14,288.8215438,21.11784562,4.701789984,0,Female,North,Tablet,Credit Card,1132.009855,3.95264095,22.66159936,1,Afternoon
65,10,395.1217611,10.48782389,4.777512563,0,Female,West,Television,Credit Card,1842.33838,3.761485683,25.1706133,0,Morning
32,1,41.5603847,45.84396153,1,0,Female,East,Accessories,Cash,25.70204273,4.137016637,6.473933483,0,Afternoon
25,9,168.3259039,33.16740961,1,1,Female,West,Accessories,,40.08571874,4.016954726,8.565936712,0,Evening
31,13,425.293633,7.470636702,3.991335142,0,Female,West,Television,Credit Card,1632.591572,4.10582962,27.35277965,0,Morning
40,6,261.0712618,23.89287382,3.196370305,0,Male,South,Mobile,Credit Card,841.0823874,3.828434999,26.98230202,0,Afternoon
57,11,525.422771,5,1.493356622,1,Female,South,Mobile,Debit Card,894.6871423,3.498174008,12.15234687,0,Morning
38,9,296.758128,20.3241872,1,0,Male,North,Laptop,Net Banking,261.6069407,3.950866359,7.5518464,0,Afternoon
33,7,337.8184098,16.21815902,2.10441932,1,Male,South,Mobile,Credit Card,589.9140933,3.894816791,17.74193893,0,Afternoon
62,1,33.74911397,46.6250886,1,1,Male,West,Mobile,Cash,183.6539107,3.920351482,8.716057186,0,Morning
35,12,345.5600077,15.44399923,2.977053783,1,Male,West,Accessories,UPI,773.7268585,3.668165344,19.97473238,0,Afternoon
64,12,536.245314,5,5,1,Male,East,Accessories,UPI,2690.862825,3.931530069,29.20676747,0,Evening
41,1,32.25439487,46.77456051,1,0,Male,West,Television,UPI,14.11606389,4.279955643,7.546058963,0,Afternoon
43,6,189.0995272,31.09004728,1,1,Female,North,Television,Cash,31.59222308,4.386316497,5.12401331,0,Morning
42,5,160.8046856,33.91953144,4.648230338,1,Male,North,Accessories,UPI,367.2726037,4.499722708,22.87053008,0,Morning
62,9,401.7372756,9.826272441,4.279611405,0,Female,South,Television,UPI,1763.849154,3.564154851,26.24661426,0,Afternoon
58,2,88.23590792,41.17640921,2.652044245,0,Female,East,Accessories,Debit Card,167.5370614,4.334078946,20.34925323,0,Evening
46,8,232.9855979,26.70144021,5,0,Female,West,Mobile,UPI,814.4519162,3.795961501,26.47726112,0,Afternoon
32,11,293.3204461,20.66795539,1.545595625,1,Male,South,Television,Debit Card,405.2852633,4.114441858,10.83720882,1,Afternoon
62,5,161.0874042,33.89125958,1.412245366,0,Female,West,Mobile,Debit Card,143.1672168,3.971660557,3.943730078,0,Afternoon
18,2,70.09407568,42.99059243,1,0,Male,North,Laptop,Debit Card,36.12598191,4.325699139,2.985560567,1,Afternoon
42,13,303.4434308,19.65565692,1,0,Female,North,Television,Cash,244.1737429,4.33893029,9.125389194,0,Evening
24,10,427.8842797,7.211572035,3.658049189,0,Female,East,Accessories,Credit Card,1503.174788,4.019759756,24.00567333,0,Afternoon
26,11,352.2958648,14.77041352,5,1,Male,West,Accessories,Net Banking,1627.043399,4.016689701,34.34400344,0,Evening
41,11,293.6075361,20.63924639,4.017254445,0,Male,West,Laptop,UPI,833.1647722,3.696236837,19.88156273,1,Afternoon
18,12,224.864817,27.5135183,3.486814509,0,Male,North,Accessories,Net Banking,753.3834158,4.174212443,20.09564977,0,Evening
61,6,140.1574837,35.98425163,1,0,Female,East,Mobile,Credit Card,45.22367306,4.156139066,5.04074173,0,Afternoon
25,10,482.2484101,5,3.510289629,0,Female,South,Accessories,Debit Card,1683.808633,3.821772742,23.22713565,0,Morning
41,8,205.4279123,29.45720877,4.592790467,0,Female,East,Laptop,Debit Card,709.7475739,3.929849595,23.41245617,1,Afternoon
28,4,83.64030051,41.63596995,1,0,Male,South,Tablet,Debit Card,18.12426401,3.846750656,0.6346478581,0,Afternoon
68,2,62.24709542,43.77529046,1.210635032,0,Male,South,Tablet,Debit Card,205.9017481,3.527195902,8.600841704,0,Morning
34,12,308.9768522,19.10231478,3.416437883,1,Male,North,Mobile,UPI,824.5398238,4.409222096,17.94567969,0,Morning
25,11,178.5363114,32.14636886,4.708797146,0,Female,South,Tablet,Credit Card,762.3199559,3.384214348,24.62786018,0,Afternoon
52,5,131.550413,36.8449587,3.258328846,1,Male,West,Accessories,Credit Card,387.5066658,3.895007597,17.81011873,0,Evening
52,12,408.5256221,9.147437795,1.494738979,0,Male,North,Laptop,Credit Card,529.8289236,4.352041279,11.48190445,1,Morning
50,2,68.61986604,43.1380134,1,0,Female,East,Mobile,Net Banking,-30.82562756,4.016309066,0,0,Morning
22,2,54.95912448,44.50408755,1.707410881,0,Female,East,Tablet,Debit Card,208.5955988,3.906184021,4.308126629,0,Morning
59,6,183.9335788,31.60664212,1.710660493,0,Female,South,Accessories,Cash,151.0891329,4.019924254,9.560747381,1,Morning
56,11,536.7243985,5,4.456900417,0,Male,West,Accessories,Credit Card,2309.207994,3.762215111,34.56245161,0,Morning
58,10,282.071967,21.7928033,4.851975438,0,Female,East,Television,Net Banking,1190.029078,4.336941326,24.28108371,1,Morning
45,9,216.3414462,28.36585538,2.538333226,0,Female,South,Television,UPI,489.7336977,3.758021667,13.73294915,0,Afternoon
24,13,305.7775051,19.42224949,3.162689824,0,Female,East,Laptop,Debit Card,808.966691,3.950941623,22.90675625,0,Afternoon
26,4,124.0870458,37.59129542,2.800527739,0,Male,West,Mobile,Net Banking,193.9108617,4.045623146,17.35618072,0,Morning
25,6,249.4992312,25.05007688,1.744774322,0,Male,South,Tablet,Cash,448.4816295,3.737948584,12.48930428,1,Evening
29,7,155.4671051,34.45328949,4.691709022,0,Male,West,Tablet,Cash,340.0066093,3.919197211,25.37709813,1,Evening
51,13,517.7297378,5,3.601202132,1,Female,South,Accessories,UPI,1847.18199,3.914258838,17.47285294,0,Evening
50,11,173.142682,32.6857318,3.045284953,0,Male,West,Tablet,Credit Card,275.2592548,3.654924822,12.21777924,1,Afternoon
65,6,177.9759254,32.20240746,4.647424931,1,Female,East,Laptop,Credit Card,523.0507685,4.122572743,22.27052419,0,Afternoon
40,8,337.2422183,16.27577817,1,0,Female,East,Television,Net Banking,369.1861491,3.661325033,7.174974963,0,Afternoon
41,4,107.4226138,39.25773862,1,1,Female,West,Accessories,Net Banking,40.28764918,3.897400311,9.694450195,1,Afternoon
54,12,416.7695826,8.323041739,5,0,Male,East,Mobile,Credit Card,2076.138207,3.928691318,29.26480178,0,Morning
52,1,22.17427315,47.78257269,2.536231827,1,Female,East,Accessories,Credit Card,150.0103804,3.737757001,10.9937839,0,Morning
61,7,286.7888708,21.32111292,2.524897507,0,Female,South,Tablet,Net Banking,549.9727602,4.138288481,14.65026893,1,Evening
57,3,50.48930584,44.95106942,1,0,Male,West,Laptop,Debit Card,55.2673932,3.933475141,9.628374021,0,Evening
39,14,627.745896,5,5,0,Other,South,Mobile,Cash,2921.431102,3.669462314,31.66018554,0,Morning
44,6,131.6212411,36.83787589,3.683310617,0,Male,East,Accessories,Cash,403.5089918,4.0283954,21.7353327,1,Evening
52,2,91.20786222,40.87921378,1,1,Female,East,Tablet,UPI,260.7358746,4.497362098,4.459778311,0,Afternoon
18,9,246.046711,25.3953289,1,0,Male,North,Accessories,Cash,114.0498901,4.000924263,1.677883636,0,Evening
52,1,40.29392511,45.97060749,1,0,Female,West,Mobile,Net Banking,90.61143899,4.031590712,7.365001371,1,Afternoon
54,6,157.0373125,34.29626875,2.829094392,0,Female,West,Tablet,Debit Card,374.2489694,3.717091268,16.6841666,0,Evening
64,6,280.241451,21.9758549,2.204276339,0,Male,South,Television,Net Banking,406.9744601,3.896461728,16.7262904,0,Afternoon
31,5,97.16149697,40.2838503,2.33020261,0,Female,West,Mobile,Credit Card,84.3607229,3.768173178,12.8749084,0,Evening
20,13,276.2265041,22.37734959,1.341991828,0,Female,South,Television,Credit Card,156.9090935,3.767287774,16.73189523,1,Afternoon
18,5,161.2802719,33.87197281,1,0,Female,East,Television,Cash,212.7365503,4.031630251,3.786934102,1,Morning
22,1,17.86784537,48.21321546,1,0,Male,North,Tablet,Debit Card,23.28455144,4.464011885,1.916591127,0,Morning
43,10,218.5930646,28.14069354,2.312394939,0,Male,East,Accessories,UPI,340.666988,3.705215514,13.19727984,0,Afternoon
31,12,576.3818805,5,5,0,Female,South,Accessories,Net Banking,2994.245814,4.139933071,29.87878117,1,Morning
56,5,245.8856907,25.41143093,1,0,Male,South,Laptop,UPI,53.2009061,3.416354582,6.873531599,1,Evening
44,2,56.33815305,44.36618469,1,0,Female,North,Mobile,UPI,209.845439,4.265530757,5.268695286,0,Morning
26,7,331.2050751,16.87949249,2.283873143,0,Male,East,Mobile,UPI,463.342161,4.01207458,13.7672699,0,Afternoon
32,3,102.2065909,39.77934091,2.817377453,1,Male,West,Tablet,UPI,171.3334196,3.873733468,13.47361653,0,Morning
32,13,317.732822,18.2267178,5,0,Female,North,Tablet,Net Banking,1179.248441,4.207255075,25.205406,1,Evening
43,4,158.335821,34.1664179,3.958784978,1,Female,West,Laptop,Credit Card,380.6544969,4.004365267,23.04555126,1,
59,3,114.1846897,38.58153103,1,0,Female,East,Laptop,Net Banking,66.04136193,4.092343003,9.717120487,0,
30,3,148.8581585,35.11418415,1,1,Female,North,Television,Credit Card,75.61363774,4.16409336,16.37288795,0,
68,4,97.10662024,40.28933798,1.964335432,0,Female,East,Laptop,Credit Card,188.9048737,4.140653312,11.89949822,0,
49,5,192.610413,30.7389587,3.196304153,0,Female,East,Accessories,Net Banking,564.171105,3.954080192,21.29426266,1,Evening
56,1,16.82083143,48.31791686,1,0,Other,West,Television,Net Banking,47.37835739,3.918691017,5.819011257,0,Morning
66,4,75.91044542,42.40895546,1,0,Female,West,Laptop,Net Banking,126.0564419,4.13155663,7.87761598,1,Evening
69,12,181.6457175,31.83542825,1,1,Female,West,Accessories,Credit Card,329.9166264,4.137333039,6.600204839,0,Afternoon
49,12,599.773486,5,5,1,Male,East,Accessories,Net Banking,2829.125038,4.209556026,30.13189953,1,Evening
21,11,473.8753734,5,5,0,Female,South,Television,Debit Card,2391.29535,3.594994887,29.02761483,0,Morning
47,8,340.2824441,15.97175559,4.937439166,0,Male,East,Television,Cash,1714.337422,4.085260183,33.7797927,0,Afternoon
54,10,328.4041264,17.15958736,3.572548308,1,Male,South,Accessories,Cash,1203.330509,3.892297171,26.49519744,1,Morning
40,7,178.5164353,32.14835647,2.446731966,0,Male,North,Tablet,Debit Card,509.2961363,4.553522439,11.50582744,0,Morning
56,9,182.6482496,31.73517504,1.996213413,0,Male,West,Television,Cash,371.7082838,4.058571303,13.3077606,,Evening
62,5,124.8180793,37.51819207,2.619419541,0,Male,West,Mobile,Credit Card,369.4008483,3.774589946,13.55930499,,Morning
32,13,366.066906,13.3933094,4.286400363,0,Female,East,Tablet,Net Banking,1360.569134,3.92364608,30.47217681,,Evening
60,10,414.7085339,8.529146606,4.27856066,1,Female,South,Mobile,Net Banking,1664.881441,3.291498405,21.97905714,,Afternoon
46,4,135.5526504,36.44473496,1,0,Male,North,Laptop,Net Banking,116.390511,4.184570109,9.769958389,,Afternoon
53,8,141.6954154,35.83045846,1.579537004,0,Female,East,Television,Debit Card,127.2856099,3.926146058,9.615081165,,Afternoon
30,9,140.6791378,35.93208622,2.375974136,0,Female,North,Television,Debit Card,278.8049649,4.095065533,7.720980862,0,Morning
49,13,241.5611417,25.84388583,2.950562195,1,Female,South,Accessories,Credit Card,526.0734776,3.644073865,22.93357876,0,Evening
24,7,205.5721849,29.44278151,2.817374685,0,Male,West,Television,Debit Card,464.8726497,4.207417297,10.94968817,1,Morning
68,14,667.2645294,5,5,1,Female,West,Mobile,Net Banking,3081.431928,3.3624452,28.61215676,1,Morning
39,7,261.1636079,23.88363921,3.141963924,0,Male,South,Tablet,Credit Card,621.2414537,3.546224791,14.59173148,0,Evening
45,5,215.3195325,28.46804675,1,1,Male,West,Laptop,Credit Card,335.5856528,4.377337848,11.0580392,0,Morning
19,4,125.2924432,37.47075568,3.020138004,1,Male,East,Tablet,Net Banking,306.1064392,4.196816731,14.52456083,0,Afternoon
59,14,387.2163808,11.27836192,1.139767132,0,Female,South,Mobile,UPI,575.0314889,3.861178639,6.082242123,0,Evening
62,10,187.9401305,31.20598695,1,1,Female,West,Laptop,Net Banking,118.7335606,3.899058282,8.718447267,1,Afternoon
23,1,45.65765578,45.43423442,1.128271087,0,Male,South,Accessories,Credit Card,53.27919257,3.682964861,2.772104441,0,Morning
45,10,424.1060102,7.589398984,5,0,Male,North,Television,UPI,2031.087566,3.944712789,30.6379766,0,Morning
45,10,208.8413342,29.11586658,1,1,Female,East,Television,Net Banking,178.5665399,4.073529364,8.182720091,0,Afternoon
61,7,230.5038381,26.94961619,1.53940342,0,Female,East,Accessories,Net Banking,169.7832135,4.159935718,10.76117489,0,Morning
61,1,32.05811828,46.79418817,1,0,Male,East,Mobile,UPI,123.742278,3.861397072,0,0,Morning
37,1,36.87820434,46.31217957,1,0,Female,West,Accessories,UPI,-28.75983603,3.536635877,8.857363973,0,Evening
47,5,240.5827064,25.94172936,4.293022617,0,Other,North,Mobile,Cash,813.8515554,4.332937589,28.26820167,0,Evening
28,13,458.796006,5,5,1,Male,West,Laptop,UPI,2016.232854,4.055046934,32.43430697,1,Afternoon
45,9,305.168439,19.4831561,3.013440031,0,Female,West,Tablet,Debit Card,725.5791856,4.066383843,20.39855118,0,Morning
42,6,100.5678159,39.94321841,1,1,Male,South,Tablet,UPI,97.77346649,3.768299263,5.489969804,0,Afternoon
56,3,51.60528498,44.8394715,1,0,Female,East,Accessories,Credit Card,134.5971113,3.568294765,10.69693555,1,Morning
50,13,280.2427901,21.97572099,5,0,Male,West,Television,UPI,1019.744019,3.65497031,23.64659007,0,Evening
18,3,48.40943103,45.1590569,1.668322111,0,Male,East,Accessories,Net Banking,5.172353922,4.257172709,2.020575097,1,Evening
44,7,287.1214594,21.28785406,1.457876386,0,Female,North,Television,Debit Card,555.908486,3.929885351,13.90398192,0,Morning
69,6,241.8993638,25.81006362,3.858192634,0,Female,North,Accessories,UPI,938.9327443,4.339990576,16.44950838,0,Evening
30,9,177.8577138,32.21422862,1.638129897,0,Male,East,Accessories,Debit Card,298.9671658,3.7957513,13.2660841,0,Evening
58,6,265.5765692,23.44234308,2.081546682,0,Male,East,Tablet,Cash,601.1828179,3.77562949,8.806153055,1,Morning
20,5,102.0875561,39.79124439,1.891298618,0,Male,North,Television,Debit Card,126.7593958,4.565175771,12.40063786,0,Evening
56,10,255.4114554,24.45885446,1.071118055,0,Female,North,Tablet,Net Banking,321.9938637,4.572572604,5.690327697,0,Morning
23,7,165.9993403,33.40006597,1,0,Female,West,Television,Cash,220.8621239,3.932648144,7.840593972,1,Afternoon
25,1,28.03074845,47.19692515,1,0,Female,North,Laptop,UPI,-29.35886258,4.103075514,9.514306901,1,Morning
44,12,286.9587817,21.30412183,1.870685431,1,Female,West,Laptop,Debit Card,492.0976928,4.1064094,9.710278163,1,Afternoon
26,7,224.792977,27.5207023,3.58610019,0,Female,North,Laptop,Cash,604.7432966,3.884079442,25.14913606,0,Morning
54,3,87.77782754,41.22221725,4.615911283,0,Female,West,Mobile,UPI,324.9363528,4.142318846,24.00959517,0,Morning
50,14,693.4190505,5,5,0,Female,South,Tablet,UPI,3290.231893,4.204100564,32.28400456,0,Morning
68,9,152.6168003,34.73831997,1,0,Female,South,Tablet,Debit Card,4.113716172,3.916133859,10.08459713,0,Morning
59,6,119.858089,38.0141911,1,0,Female,West,Laptop,Debit Card,126.0205882,3.667440786,10.13852332,0,Morning
61,9,151.6401566,34.83598434,1.215465283,1,Male,East,Accessories,Cash,253.1672576,4.304919955,7.396771367,1,Afternoon
41,13,479.7577437,5,3.471248257,0,Male,South,Tablet,Debit Card,1715.166327,3.862548067,17.55482645,0,Evening
32,5,84.53912355,41.54608765,1.261112238,0,Male,North,Television,UPI,-65.30059974,4.171932325,7.301588774,1,Morning
49,7,309.9277357,19.00722643,3.364472701,0,Female,East,Tablet,Net Banking,912.7903238,3.806197574,15.40807641,0,Afternoon
49,13,427.932077,7.206792304,1.072887076,1,Male,North,Tablet,Cash,544.8916807,3.972038368,9.378421843,0,Afternoon
41,14,468.233736,5,1.052569701,1,Male,South,Television,Net Banking,531.9094692,4.030676865,8.89046736,0,Morning
58,4,138.6232311,36.13767689,1.978098791,1,Other,North,Laptop,Net Banking,311.5828071,4.18476292,6.949822559,0,Morning
69,7,146.849358,35.3150642,1.73935125,0,Female,West,Laptop,UPI,74.16432262,3.882673557,7.511622341,0,Morning
66,13,284.9490879,21.50509121,1.997854882,0,Other,East,Television,Net Banking,382.3609589,4.025216302,16.67129023,0,Afternoon
66,1,26.1586063,47.38413937,1,0,Male,South,Tablet,Credit Card,122.6987998,3.409519097,4.290615493,1,Morning
69,7,250.4066219,24.95933781,3.446848744,0,Female,East,Tablet,Cash,662.8587298,3.995591614,18.36210759,1,Morning
29,8,178.8329773,32.11670227,4.332128863,1,Male,West,Laptop,UPI,693.2084443,3.898702311,25.06218779,0,Evening
56,5,95.35805225,40.46419478,1.509545403,0,Male,South,Mobile,Debit Card,166.3802666,4.099030485,13.41894305,0,Afternoon
19,2,97.90818205,40.2091818,1,0,Male,North,Laptop,UPI,19.00038904,4.365523779,4.22833369,0,Morning
20,5,78.84681759,42.11531824,1,0,Female,East,Television,Debit Card,1.06224396,3.757150306,9.29883448,0,Afternoon
66,6,258.5664551,24.14335449,1,0,Male,South,Mobile,UPI,58.46373321,3.721315146,7.580683297,0,Morning
54,12,510.9747628,5,5,1,Female,South,Mobile,Credit Card,2545.877876,4.009256394,35.90424699,1,Morning
66,2,50.80498797,44.9195012,1,0,Female,West,Television,Cash,66.31039404,3.639457299,8.708416235,1,Afternoon
34,14,276.4570418,22.35429582,1,0,Male,South,Accessories,Net Banking,356.2901828,4.139200728,6.670310659,0,Afternoon
